"segment_id","text","start","duration","vid"
42,"organizaciones criminales que están",101.52,5.88,"QpCNawZ1YLE"
43,"generando una zozobra un gran daño no",103.799,6,"QpCNawZ1YLE"
44,"solamente obviamente la la los",107.4,4.499,"QpCNawZ1YLE"
45,"asesinatos que han llevado adelante sino",109.799,4.68,"QpCNawZ1YLE"
46,"también en este caso la repercusión",111.899,5.72,"QpCNawZ1YLE"
47,"mundial que ha tenido este episodio",114.479,7.341,"QpCNawZ1YLE"
48,"contra la familia Messi este mensaje",117.619,8.32,"QpCNawZ1YLE"
49,"intimidatorio en este caso sea Messi sea",121.82,7.24,"QpCNawZ1YLE"
50,"Doña Rosa sea Pepito en el barrio al que",125.939,6.081,"QpCNawZ1YLE"
51,"sea nosotros en esto tenemos que ser",129.06,6.48,"QpCNawZ1YLE"
52,"muy determinantes y en cuanto en el",132.02,5.5,"QpCNawZ1YLE"
53,"fuerte compromiso y tiene que ser un",135.54,3.3,"QpCNawZ1YLE"
54,"compromiso de todos los sectores de la",137.52,3.74,"QpCNawZ1YLE"
55,"vida política",138.84,2.42,"QpCNawZ1YLE"
1,"[Música]",0.1,24.229,"f4tRPcKhfrQ"
2,"bueno Buen día a todos gracias por",26.3,5.379,"f4tRPcKhfrQ"
3,"acompañarnos una vez más la verdad que",28.98,3.9,"f4tRPcKhfrQ"
4,"para mí siempre es un orgullo enorme",31.679,3.72,"f4tRPcKhfrQ"
5,"venir acá al instituto que es un orgullo",32.88,4.88,"f4tRPcKhfrQ"
6,"de nuestra ciudad para toda la Argentina",35.399,6.421,"f4tRPcKhfrQ"
7,"y es una tranquilidad para todos los que",37.76,5.979,"f4tRPcKhfrQ"
8,"viven visitan todos los días la ciudad",41.82,3.54,"f4tRPcKhfrQ"
9,"de Buenos Aires realmente es un orgullo",43.739,4.201,"f4tRPcKhfrQ"
10,"este instituto que está a la altura del",45.36,5.219,"f4tRPcKhfrQ"
11,"compromiso que cada policía de la ciudad",47.94,4.799,"f4tRPcKhfrQ"
12,"tiene con los vecinos de Buenos Aires y",50.579,3.8,"f4tRPcKhfrQ"
13,"con lo que nos visitan todos los días",52.739,4.681,"f4tRPcKhfrQ"
14,"acá donde estamos es donde se entrenan",54.379,8.2,"f4tRPcKhfrQ"
15,"donde se capacitan donde después salen a",57.42,7.44,"f4tRPcKhfrQ"
16,"la calle a cuidarnos a todos Muchas",62.579,4.561,"f4tRPcKhfrQ"
17,"veces arriesgando la vida por eso es que",64.86,4.5,"f4tRPcKhfrQ"
18,"en esto en todo no pero en esto en la",67.14,4.019,"f4tRPcKhfrQ"
19,"formación policial el instituto de",69.36,5.579,"f4tRPcKhfrQ"
20,"capacitación es un es central",71.159,5.46,"f4tRPcKhfrQ"
21,"y por eso cuando nosotros siempre",74.939,3.961,"f4tRPcKhfrQ"
22,"enfatizamos tanto el cuidar a los que",76.619,4.081,"f4tRPcKhfrQ"
23,"nos cuidan eso empieza acá la mejor",78.9,3.66,"f4tRPcKhfrQ"
24,"manera de cuidar a los que nos cuidan es",80.7,3.54,"f4tRPcKhfrQ"
25,"entrenandolos bien dándoles la",82.56,3.84,"f4tRPcKhfrQ"
26,"preparación la tecnología todas las",84.24,2.9,"f4tRPcKhfrQ"
27,"herramientas",86.4,3.48,"f4tRPcKhfrQ"
28,"toda la capacidad que tengan de reacción",87.14,4.299,"f4tRPcKhfrQ"
29,"ante cualquier tipo de situación",89.88,2.96,"f4tRPcKhfrQ"
30,"imprevista",91.439,4.621,"f4tRPcKhfrQ"
31,"nuestro plan integral de seguridad ya",92.84,5.98,"f4tRPcKhfrQ"
32,"lleva casi dos mandatos enteros y así",96.06,4.98,"f4tRPcKhfrQ"
33,"con este plan es que hicimos de Buenos",98.82,5.28,"f4tRPcKhfrQ"
34,"Aires una ciudad cada día más segura",101.04,5.579,"f4tRPcKhfrQ"
35,"para todos los vecinos de Buenos Aires y",104.1,4.5,"f4tRPcKhfrQ"
36,"lo que nos y los que nos visitan porque",106.619,4.561,"f4tRPcKhfrQ"
37,"las cosas cuando se hacen bien con",108.6,5.339,"f4tRPcKhfrQ"
38,"decisión con seriedad con rigurosidad y",111.18,5.399,"f4tRPcKhfrQ"
39,"se mantienen en el tiempo dan resultado",113.939,6.36,"f4tRPcKhfrQ"
40,"y este es un muy buen ejemplo de eso",116.579,6.121,"f4tRPcKhfrQ"
41,"el plan integral de seguridad tuvo en",120.299,4.14,"f4tRPcKhfrQ"
42,"Marcelo de Alessandro uno de sus",122.7,4.08,"f4tRPcKhfrQ"
43,"principales responsables desde el primer",124.439,6.18,"f4tRPcKhfrQ"
44,"día en distintos roles que hoy seamos la",126.78,6.56,"f4tRPcKhfrQ"
45,"capital más segura de toda latinoamérica",130.619,5.76,"f4tRPcKhfrQ"
46,"tiene que ver en gran parte con su",133.34,5.74,"f4tRPcKhfrQ"
47,"trabajo con su profesionalismo con su",136.379,5.401,"f4tRPcKhfrQ"
48,"valentía con el compromiso que Marcelo",139.08,4.56,"f4tRPcKhfrQ"
49,"desempeñó los distintos cargos que tuvo",141.78,4.679,"f4tRPcKhfrQ"
50,"aquí desde el 2016",143.64,5.7,"f4tRPcKhfrQ"
51,"ahora la burda porque no hay otra",146.459,3.961,"f4tRPcKhfrQ"
52,"palabra la burda operación de",149.34,3.68,"f4tRPcKhfrQ"
53,"inteligencia ilegal que está soportando",150.42,5.58,"f4tRPcKhfrQ"
54,"lo llevó a fin del año pasado principio",153.02,4.66,"f4tRPcKhfrQ"
55,"de año a tomarse una licencia por unos",156,4.98,"f4tRPcKhfrQ"
56,"meses y la semana pasada decidió y me",157.68,5.1,"f4tRPcKhfrQ"
57,"comunicó que iba a dar un paso al",160.98,3.78,"f4tRPcKhfrQ"
58,"costado en su función porque el tiempo",162.78,3.44,"f4tRPcKhfrQ"
59,"la energía",164.76,4.38,"f4tRPcKhfrQ"
60,"el foco que le consume esa defensa",166.22,6.099,"f4tRPcKhfrQ"
61,"termina siendo incompatible con la",169.14,5.16,"f4tRPcKhfrQ"
62,"enorme dedicación que requiere la",172.319,4.14,"f4tRPcKhfrQ"
63,"función pública especialmente en un",174.3,4.86,"f4tRPcKhfrQ"
64,"lugar tan sensible como el Ministerio Yo",176.459,4.321,"f4tRPcKhfrQ"
65,"quiero desde acá agradecerles ya se lo",179.16,3.659,"f4tRPcKhfrQ"
66,"dije personalmente obviamente de todo",180.78,5.16,"f4tRPcKhfrQ"
67,"corazón a Marcelo por su trabajo y tiene",182.819,6.181,"f4tRPcKhfrQ"
68,"todo nuestro apoyo en esta pelea injusta",185.94,5.1,"f4tRPcKhfrQ"
69,"increíble que está teniendo que dar",189,4.62,"f4tRPcKhfrQ"
70,"esperamos todos que la justicia vaya a",191.04,4.74,"f4tRPcKhfrQ"
71,"fondo No puede haber espionaje ilegal en",193.62,3.42,"f4tRPcKhfrQ"
72,"la Argentina",195.78,3.06,"f4tRPcKhfrQ"
73,"Y por supuesto va a seguir siendo parte",197.04,3.9,"f4tRPcKhfrQ"
74,"del equipo no va a estar seguir",198.84,3.66,"f4tRPcKhfrQ"
75,"aportando su capacidad su conocimiento",200.94,3.78,"f4tRPcKhfrQ"
76,"en el plan nacional de seguridad que",202.5,5.7,"f4tRPcKhfrQ"
77,"estamos desarrollando ahora la pelea",204.72,5.4,"f4tRPcKhfrQ"
78,"sigue la pelea contra el delito contra",208.2,4.02,"f4tRPcKhfrQ"
79,"los narcos como la contra la inseguridad",210.12,5.88,"f4tRPcKhfrQ"
80,"no para ni un día ni un minuto por eso",212.22,6.18,"f4tRPcKhfrQ"
81,"para mí es un gran orgullo presentar hoy",216,4.86,"f4tRPcKhfrQ"
82,"a Eugenio burzaco como nuestro ministro",218.4,5.04,"f4tRPcKhfrQ"
83,"de justicia y seguridad",220.86,5.099,"f4tRPcKhfrQ"
84,"con Eugenio nos conocemos no sé 25 años",223.44,4.379,"f4tRPcKhfrQ"
85,"más o menos que trabajamos juntos en",225.959,4.5,"f4tRPcKhfrQ"
86,"esto él ya fue parte de esta institución",227.819,5.041,"f4tRPcKhfrQ"
87,"una de las personas que más conoce el",230.459,4.56,"f4tRPcKhfrQ"
88,"tema de seguridad en la Argentina y que",232.86,4.2,"f4tRPcKhfrQ"
89,"tiene la capacidad el profesionalismo y",235.019,4.621,"f4tRPcKhfrQ"
90,"el coraje necesarios para continuar esta",237.06,4.56,"f4tRPcKhfrQ"
91,"tarea que venimos haciendo desde que",239.64,4.92,"f4tRPcKhfrQ"
92,"asumimos y además él fue el autor y fue",241.62,5.16,"f4tRPcKhfrQ"
93,"el impulsor de muchas las reformas y de",244.56,5.16,"f4tRPcKhfrQ"
94,"los logros alcanzados entre 2015 y 2019",246.78,5.519,"f4tRPcKhfrQ"
95,"en materia de seguridad Así que gracias",249.72,5.099,"f4tRPcKhfrQ"
96,"Eugenio por sumarte la verdad que es una",252.299,5.28,"f4tRPcKhfrQ"
97,"tarea desafiante somos casi siete",254.819,4.14,"f4tRPcKhfrQ"
98,"millones de argentinos entre los que",257.579,3.181,"f4tRPcKhfrQ"
99,"vivimos transitamos visitamos la ciudad",258.959,3.601,"f4tRPcKhfrQ"
100,"de Buenos Aires todos los días que vamos",260.76,4.14,"f4tRPcKhfrQ"
101,"a confiar en vos para que nos cuides yo",262.56,5.1,"f4tRPcKhfrQ"
102,"estoy seguro que así va a ser",264.9,5.4,"f4tRPcKhfrQ"
103,"porque hoy todos los que viven visitan",267.66,4.08,"f4tRPcKhfrQ"
104,"la ciudad de Buenos Aires pueden estar",270.3,4.679,"f4tRPcKhfrQ"
105,"más tranquilos que nunca los índices de",271.74,5.7,"f4tRPcKhfrQ"
106,"delito no el año último terminal el año",274.979,4.44,"f4tRPcKhfrQ"
107,"pasado están en los niveles más bajos de",277.44,4.44,"f4tRPcKhfrQ"
108,"la historia y cada año de Buenos Aires",279.419,4.441,"f4tRPcKhfrQ"
109,"es más segura cada año tenemos menos",281.88,5.759,"f4tRPcKhfrQ"
110,"delitos ahora que quede claro acá No hay",283.86,6.36,"f4tRPcKhfrQ"
111,"soluciones mágicas no hay soluciones",287.639,5.361,"f4tRPcKhfrQ"
112,"simples porque el problema es complejo",290.22,5.34,"f4tRPcKhfrQ"
113,"esto empezó porque tomamos una decisión",293,4.84,"f4tRPcKhfrQ"
114,"política de hacernos cargo de la",295.56,4.5,"f4tRPcKhfrQ"
115,"seguridad con el traspaso de la policía",297.84,4.26,"f4tRPcKhfrQ"
116,"y creación de la policía de la ciudad en",300.06,5.04,"f4tRPcKhfrQ"
117,"2016 a partir de ahí diseñamos un plan",302.1,5.7,"f4tRPcKhfrQ"
118,"lo mantenemos en el tiempo trabajamos y",305.1,6.18,"f4tRPcKhfrQ"
119,"trabajamos Día tras otro para ocuparnos",307.8,5.88,"f4tRPcKhfrQ"
120,"de que cada policía esté entrenado que",311.28,4.32,"f4tRPcKhfrQ"
121,"esté equipado que tengamos la última",313.68,4.62,"f4tRPcKhfrQ"
122,"tecnología disponible para cuidarnos",315.6,4.2,"f4tRPcKhfrQ"
123,"queremos que vos vivas tranquilo",318.3,3.959,"f4tRPcKhfrQ"
124,"queremos que puedas entrar y salir de tu",319.8,4.86,"f4tRPcKhfrQ"
125,"casa sin miedo que cuando salen los",322.259,3.541,"f4tRPcKhfrQ"
126,"hijos a la noche no tengamos que esperar",324.66,3.9,"f4tRPcKhfrQ"
127,"despiertos hasta hasta que vuelvan que",325.8,4.14,"f4tRPcKhfrQ"
128,"podemos caminar sin tener que estar",328.56,4.199,"f4tRPcKhfrQ"
129,"mirando un lado al otro bajo el hombro y",329.94,5.58,"f4tRPcKhfrQ"
130,"eso mismo eso mismo que hoy logramos en",332.759,4.861,"f4tRPcKhfrQ"
131,"la ciudad de Buenos Aires lo vamos a",335.52,4.92,"f4tRPcKhfrQ"
132,"hacer en todo el país si los argentinos",337.62,5.34,"f4tRPcKhfrQ"
133,"me eligen como presidente porque así",340.44,4.86,"f4tRPcKhfrQ"
134,"como logramos y lo digo con todo orgullo",342.96,4.86,"f4tRPcKhfrQ"
135,"logramos los índices de delitos más",345.3,4.739,"f4tRPcKhfrQ"
136,"bajos de la historia de la ciudad vamos",347.82,4.379,"f4tRPcKhfrQ"
137,"a implementar un plan nacional de",350.039,4.981,"f4tRPcKhfrQ"
138,"seguridad para lograr lo mismo en toda",352.199,5.28,"f4tRPcKhfrQ"
139,"la Argentina acá en Buenos Aires en la",355.02,4.56,"f4tRPcKhfrQ"
140,"ciudad demostramos que se puede",357.479,4.5,"f4tRPcKhfrQ"
141,"vamos a enviar las fuerzas armadas para",359.58,6.059,"f4tRPcKhfrQ"
142,"blindar la fronteras con eso liberamos",361.979,6.301,"f4tRPcKhfrQ"
143,"alrededor de 10.000 gendarmes para",365.639,5.821,"f4tRPcKhfrQ"
144,"destinarlos a las zonas más calientes de",368.28,5.04,"f4tRPcKhfrQ"
145,"la droga y el delito o sea vamos a",371.46,4.079,"f4tRPcKhfrQ"
146,"recuperar el territorio que hoy manejan",373.32,4.439,"f4tRPcKhfrQ"
147,"los narcos vamos a lograr que nuestros",375.539,5.16,"f4tRPcKhfrQ"
148,"hijos puedan salir sin miedo también",377.759,5.28,"f4tRPcKhfrQ"
149,"vamos a crear lo que llamamos el grupo",380.699,5.94,"f4tRPcKhfrQ"
150,"de litt anti narcotráfico tomando los",383.039,5.521,"f4tRPcKhfrQ"
151,"mejores hombres y mujeres de todas las",386.639,3.361,"f4tRPcKhfrQ"
152,"fuerzas federales para que trabajen",388.56,3.84,"f4tRPcKhfrQ"
153,"juntos de forma coordinada en la pelea",390,5.16,"f4tRPcKhfrQ"
154,"contra el narco una pelea que hoy se",392.4,5.46,"f4tRPcKhfrQ"
155,"lleva vida se lleva sueños vamos a dar",395.16,6.24,"f4tRPcKhfrQ"
156,"la pelea y le vamos a ganar al narco",397.86,6.959,"f4tRPcKhfrQ"
157,"y vamos a asegurarnos que todos los",401.4,5.28,"f4tRPcKhfrQ"
158,"miembros de las fuerzas de seguridad que",404.819,4.341,"f4tRPcKhfrQ"
159,"estén en todo el país estén cuidados",406.68,4.739,"f4tRPcKhfrQ"
160,"sabemos que arriesgan su vida por",409.16,5.44,"f4tRPcKhfrQ"
161,"nosotros Nosotros vamos a hacer todo lo",411.419,5.521,"f4tRPcKhfrQ"
162,"necesario para cuidarlos Pues yo estoy",414.6,5.58,"f4tRPcKhfrQ"
163,"convencido de que se puede lo vamos a",416.94,7.319,"f4tRPcKhfrQ"
164,"lograr sabemos cómo hacerlo Yo sé que la",420.18,5.94,"f4tRPcKhfrQ"
165,"experiencia de la capital No es igual en",424.259,3.901,"f4tRPcKhfrQ"
166,"otros que en otros lugares del país acá",426.12,3.48,"f4tRPcKhfrQ"
167,"no es cuestión de copiar experiencias",428.16,3.84,"f4tRPcKhfrQ"
168,"pero sí tenemos la experiencia de",429.6,6.06,"f4tRPcKhfrQ"
169,"haberlo hecho siempre trabajando en",432,6.96,"f4tRPcKhfrQ"
170,"equipo siempre trabajando de forma",435.66,6.72,"f4tRPcKhfrQ"
171,"coordinada profesional con compromiso",438.96,7.079,"f4tRPcKhfrQ"
172,"y esto de trabajar en equipo me trae",442.38,5.939,"f4tRPcKhfrQ"
173,"me trae hacer una mención especial a",446.039,6.6,"f4tRPcKhfrQ"
174,"Mauricio macri que ayer una vez más",448.319,7.681,"f4tRPcKhfrQ"
175,"mostró su visión su Claridad su valentía",452.639,6.18,"f4tRPcKhfrQ"
176,"para llevar adelante un liderazgo yo",456,6.5,"f4tRPcKhfrQ"
177,"diría generoso colectivo sincero",458.819,5.701,"f4tRPcKhfrQ"
178,"priorizando el equipo por sobre las",462.5,5.139,"f4tRPcKhfrQ"
179,"personas y en eso claramente me",464.52,4.679,"f4tRPcKhfrQ"
180,"identifico",467.639,3.661,"f4tRPcKhfrQ"
181,"lo digo lo dije siempre vivía mucho",469.199,4.981,"f4tRPcKhfrQ"
182,"orgullo venir transitando con él más de",471.3,5.7,"f4tRPcKhfrQ"
183,"20 años juntos y saber que va a seguir",474.18,5.16,"f4tRPcKhfrQ"
184,"acompañando en este camino que queremos",477,4.62,"f4tRPcKhfrQ"
185,"construir con y para todos los",479.34,3.079,"f4tRPcKhfrQ"
186,"argentinos",481.62,4.019,"f4tRPcKhfrQ"
187,"Bueno gracias una vez más Eugenio la",482.419,5.201,"f4tRPcKhfrQ"
188,"verdad que un orgullo que siga formando",485.639,3.18,"f4tRPcKhfrQ"
189,"parte del equipo porque siempre fuiste",487.62,4.56,"f4tRPcKhfrQ"
190,"Gracias por sumarte y bueno tenemos tus",488.819,5.581,"f4tRPcKhfrQ"
191,"palabras ahora Gracias",492.18,4.799,"f4tRPcKhfrQ"
192,"Gracias Horacio",494.4,4.46,"f4tRPcKhfrQ"
192,"más entre rejas teniendo que juntarse un",553.68,5.04,"uUqKHjkS8Q4"
193,"grupo de gente para ir a un lado al otro",557.459,2.841,"uUqKHjkS8Q4"
194,"porque la gente tiene miedo",558.72,3.9,"uUqKHjkS8Q4"
195,"pánico cuando nuestros hijos salen a la",560.3,3.4,"uUqKHjkS8Q4"
196,"noche uno no se duerme hasta que no",562.62,4.92,"uUqKHjkS8Q4"
197,"vuelvan no hay país eso afecta a",563.7,5.94,"uUqKHjkS8Q4"
198,"nuestras vidas afecta la salud nos",567.54,3.78,"uUqKHjkS8Q4"
199,"paraliza",569.64,4.139,"uUqKHjkS8Q4"
200,"por eso vamos a dar una lucha a muerte",571.32,5.1,"uUqKHjkS8Q4"
201,"contra el crimen contra las mafias y",573.779,5.301,"uUqKHjkS8Q4"
202,"contra el narco",576.42,2.66,"uUqKHjkS8Q4"
203,"vamos a llevar las fuerzas armadas a las",585.14,6.52,"uUqKHjkS8Q4"
204,"fronteras con eso liberamos a los",588.839,5.221,"uUqKHjkS8Q4"
205,"gendarmes para que puedan enfocarse en",591.66,4.38,"uUqKHjkS8Q4"
206,"las zonas calientes del narco por",594.06,4.92,"uUqKHjkS8Q4"
207,"ejemplo en Rosario y alrededores",596.04,5.34,"uUqKHjkS8Q4"
208,"vamos a crear tomando los mejores",598.98,4.62,"uUqKHjkS8Q4"
209,"hombres y mujeres de las fuerzas un",601.38,4.019,"uUqKHjkS8Q4"
210,"grupo de élite que sería una suerte de",603.6,6,"uUqKHjkS8Q4"
211,"FBI argentino y vamos a darles todo el",605.399,7.321,"uUqKHjkS8Q4"
212,"equipamiento toda la tecnología las",609.6,5.58,"uUqKHjkS8Q4"
213,"cámaras el mapa del delito",612.72,4.559,"uUqKHjkS8Q4"
214,"todo porque primero porque tenemos que",615.18,4.92,"uUqKHjkS8Q4"
215,"cuidar a los que nos cuidan y segundo",617.279,4.321,"uUqKHjkS8Q4"
216,"porque necesitan tener las mejores",620.1,3.6,"uUqKHjkS8Q4"
217,"herramientas para combatir el crimen en",621.6,3.44,"uUqKHjkS8Q4"
218,"todo el país",623.7,3.54,"uUqKHjkS8Q4"
219,"si ellos se juegan la vida por nosotros",625.04,4.66,"uUqKHjkS8Q4"
220,"tenemos que estar a la altura de ese",627.24,4.7,"uUqKHjkS8Q4"
221,"compromiso",629.7,2.24,"uUqKHjkS8Q4"
100,"todos puedan vivir sin miedo que puedan",279.419,4.921,"wAkMTUQeAsk"
101,"vivir en libertad",281.88,5.46,"wAkMTUQeAsk"
102,"nos comprometimos en el 2016 a crear una",284.34,6.18,"wAkMTUQeAsk"
103,"policía desde cero y lo cumplimos hoy",287.34,6.66,"wAkMTUQeAsk"
104,"tenemos una fuerza con más de 26.000",290.52,5.7,"wAkMTUQeAsk"
105,"agentes cuidándonos en la calle todos",294,3.9,"wAkMTUQeAsk"
106,"los días",296.22,4.08,"wAkMTUQeAsk"
107,"también con las cámaras de seguridad que",297.9,5.64,"wAkMTUQeAsk"
108,"cumplimos el compromiso de tener el 75%",300.3,6.48,"wAkMTUQeAsk"
109,"de la ciudad videovigilada",303.54,5.28,"wAkMTUQeAsk"
110,"y cumplimos con lo más importante que es",306.78,4.02,"wAkMTUQeAsk"
111,"la vida de la gente cumplimos con",308.82,5.58,"wAkMTUQeAsk"
112,"reducir los homicidios hoy tenemos la",310.8,7.02,"wAkMTUQeAsk"
113,"tasa de homicidios perdón el año 22 no",314.4,5.82,"wAkMTUQeAsk"
114,"la tasa de homicidios más baja de la",317.82,4.52,"wAkMTUQeAsk"
115,"historia",320.22,2.12,"wAkMTUQeAsk"
116,"este mes Vamos a inaugurar una nueva",322.56,5.22,"wAkMTUQeAsk"
117,"comisaría que nos habíamos comprometido",324.96,4.5,"wAkMTUQeAsk"
118,"para cumplir las tres que dijimos que",327.78,3.419,"wAkMTUQeAsk"
119,"íbamos a hacer",329.46,4.2,"wAkMTUQeAsk"
120,"vamos a dar un paso más me comprometo a",331.199,4.44,"wAkMTUQeAsk"
121,"construir una cuarta comisaría nueva y",333.66,4.14,"wAkMTUQeAsk"
122,"un nuevo centro de monitoreo de cámaras",335.639,5.221,"wAkMTUQeAsk"
123,"en el sur de la ciudad",337.8,5.04,"wAkMTUQeAsk"
124,"también vamos a sumar cuatro mil",340.86,5.1,"wAkMTUQeAsk"
125,"policías en dos años perdón con dos años",342.84,5.22,"wAkMTUQeAsk"
126,"de formación hoy lo extendimos de un año",345.96,6.299,"wAkMTUQeAsk"
127,"a dos hace dos años y 500 agentes de",348.06,6.359,"wAkMTUQeAsk"
128,"prevención más",352.259,3.901,"wAkMTUQeAsk"
129,"Y por último en la seguridad nos",354.419,3.541,"wAkMTUQeAsk"
130,"comprometemos a incorporar un",356.16,3.599,"wAkMTUQeAsk"
131,"dispositivo un QR de seguridad para",357.96,4.62,"wAkMTUQeAsk"
132,"hacer denuncias hemos facilitar que la",359.759,5.641,"wAkMTUQeAsk"
133,"gente denuncie porque nuestro mensaje en",362.58,5.88,"wAkMTUQeAsk"
134,"esto es muy claro con decisión política",365.4,6.42,"wAkMTUQeAsk"
135,"y con un plan mejoramos la seguridad de",368.46,5.82,"wAkMTUQeAsk"
136,"la ciudad y lo vamos a hacer igual en",371.82,5.28,"wAkMTUQeAsk"
137,"todo el país porque se puede mejorar la",374.28,4.94,"wAkMTUQeAsk"
138,"seguridad",377.1,2.12,"wAkMTUQeAsk"
139,"quiero enfocarme también en la",379.44,3.78,"wAkMTUQeAsk"
10,"un mes vive a metros cuadras dirigidas",50.76,6.42,"hum1DAbK-vM"
11,"de la de la comisaría no Así es como",54,5.16,"hum1DAbK-vM"
12,"viven muchísimos argentinos muchos",57.18,4.559,"hum1DAbK-vM"
13,"vienen con urbano No eso en esas",59.16,4.44,"hum1DAbK-vM"
14,"situaciones de violencia donde hay lo",61.739,3.121,"hum1DAbK-vM"
15,"único que importa es que no te lastimen",63.6,4.199,"hum1DAbK-vM"
16,"que no que no lastimen a la familia y",64.86,4.7,"hum1DAbK-vM"
17,"Hoy estamos en la Argentina en un punto",67.799,4.381,"hum1DAbK-vM"
18,"yo diría un punto crítico O sea la gente",69.56,5.26,"hum1DAbK-vM"
19,"tiene miedo de salir a la calle se los",72.18,4.259,"hum1DAbK-vM"
20,"argentinos tenemos miedo los grandes los",74.82,3.24,"hum1DAbK-vM"
21,"chicos los adolescentes de todas las",76.439,4.68,"hum1DAbK-vM"
22,"edades los adultos mayores miedo de",78.06,4.86,"hum1DAbK-vM"
23,"salir de volver de entrar de ir al",81.119,4.381,"hum1DAbK-vM"
24,"colectivo de pasar un mal momento yo",82.92,5.22,"hum1DAbK-vM"
25,"como que en la Argentina está asumida no",85.5,4.5,"hum1DAbK-vM"
26,"naturalizada la inseguridad",88.14,4.08,"hum1DAbK-vM"
27,"y uno termina pensando estrategias",90,4.02,"hum1DAbK-vM"
28,"propias para evitar el robo los horarios",92.22,4.399,"hum1DAbK-vM"
29,"llamo por teléfono antes el recorrido",94.02,6.419,"hum1DAbK-vM"
30,"salir sin plata o sea recorriendo el",96.619,6.161,"hum1DAbK-vM"
31,"país me pasó el otro día también en el",100.439,4.5,"hum1DAbK-vM"
32,"sur en la zona de Bariloche son",102.78,3.9,"hum1DAbK-vM"
33,"muchísimas las personas que en cada",104.939,4.201,"hum1DAbK-vM"
34,"recorrido me preguntan qué qué país",106.68,4.259,"hum1DAbK-vM"
35,"queremos construir",109.14,4.14,"hum1DAbK-vM"
36,"y yo claramente Quiero una Argentina en",110.939,4.441,"hum1DAbK-vM"
37,"paz una Argentina donde la gente no",113.28,4.08,"hum1DAbK-vM"
38,"tenga que pensar Cómo evitar un robo que",115.38,4.379,"hum1DAbK-vM"
39,"si le roba no le roban tanto que no los",117.36,5.34,"hum1DAbK-vM"
40,"lastimen o sea el tiempo la energía que",119.759,4.741,"hum1DAbK-vM"
41,"esto consume es enorme porque genera",122.7,3.48,"hum1DAbK-vM"
42,"miedo",124.5,3.899,"hum1DAbK-vM"
43,"ahora para llegar a esa Argentina para",126.18,4.079,"hum1DAbK-vM"
44,"llegar a la Argentina de la seguridad de",128.399,4.021,"hum1DAbK-vM"
45,"la tranquilidad de la Paz No hay recetas",130.259,5.041,"hum1DAbK-vM"
46,"mágicas no hay soluciones de un día para",132.42,4.62,"hum1DAbK-vM"
47,"el otro lo que hay que hacer es laburar",135.3,4.74,"hum1DAbK-vM"
48,"hay que trabajar durante todo nuestro",137.04,4.86,"hum1DAbK-vM"
