"segment_id","text","start","duration","vid"
100,"un colchón",293.66,3.3,"NLb9WkfrvUY"
101,"la calidad",298.68,9.36,"NLb9WkfrvUY"
102,"[Música]",299.81,9.29,"NLb9WkfrvUY"
103,"[Aplausos]",308.04,2.64,"NLb9WkfrvUY"
104,"[Música]",309.1,3.86,"NLb9WkfrvUY"
105,"Costa cruceros lo mejor de Italia",310.68,4.2,"NLb9WkfrvUY"
106,"regresa a Sudamérica desde Argentina y",312.96,3.6,"NLb9WkfrvUY"
107,"Uruguay para que vivas el viaje de tus",314.88,3.78,"NLb9WkfrvUY"
108,"sueños este verano Viví la nueva Costa",316.56,3.66,"NLb9WkfrvUY"
109,"con lo mejor de la cocina mundial",318.66,3.96,"NLb9WkfrvUY"
110,"destinos increíbles y entretenimiento",320.22,4.38,"NLb9WkfrvUY"
111,"las 24 horas para vos y tu familia",322.62,3.96,"NLb9WkfrvUY"
112,"aprovechar nuestras promos imperdibles",324.6,4.86,"NLb9WkfrvUY"
113,"en Costa crucero.com Y viví tu",326.58,4.76,"NLb9WkfrvUY"
114,"experiencia costa",329.46,5.04,"NLb9WkfrvUY"
115,"el turismo en la industria que más",331.34,5.26,"NLb9WkfrvUY"
116,"empleo genera Mientras más gente",334.5,5.28,"NLb9WkfrvUY"
117,"descanse en Córdoba el turismo es",336.6,5.879,"NLb9WkfrvUY"
118,"producción ese empleo es mejor calidad",339.78,5.04,"NLb9WkfrvUY"
119,"de vida para los que invierte para los",342.479,6,"NLb9WkfrvUY"
120,"que trabajan y para los que disfrutan el",344.82,5.659,"NLb9WkfrvUY"
121,"turismo crea puestos de trabajo",348.479,5.041,"NLb9WkfrvUY"
122,"construye transporte energía y",350.479,6.401,"NLb9WkfrvUY"
123,"conectividad crea comunidad capacita",353.52,7.26,"NLb9WkfrvUY"
124,"proyecta y emprende no se enorgullece",356.88,7.259,"NLb9WkfrvUY"
125,"que el país no se elija para descansar y",360.78,5.88,"NLb9WkfrvUY"
126,"como muestra de que con esfuerzo y",364.139,4.881,"NLb9WkfrvUY"
127,"creatividad todo es posible",366.66,7.7,"NLb9WkfrvUY"
128,"Ese es el camino elegí Córdoba",369.02,5.34,"NLb9WkfrvUY"
129,"gargaletas caramelos para el dolor de",376.22,3.72,"NLb9WkfrvUY"
130,"garganta",378.96,4.14,"NLb9WkfrvUY"
131,"antisépticos y analgésicos específicos",379.94,5.8,"NLb9WkfrvUY"
132,"para boca y garganta y vienen en",383.1,3.68,"NLb9WkfrvUY"
133,"caramelos",385.74,4.34,"NLb9WkfrvUY"
134,"gargaletas pregúntele a su farmacéutico",386.78,6.4,"NLb9WkfrvUY"
135,"gargaletas caramelos para el dolor de",390.08,4.78,"NLb9WkfrvUY"
136,"garganta",393.18,3.9,"NLb9WkfrvUY"
137,"tener Movistar con todo es tener",394.86,4.14,"NLb9WkfrvUY"
138,"Movistar fibra premiada como la más",397.08,3.959,"NLb9WkfrvUY"
139,"rápida del país verificada por tercera",399,3.9,"NLb9WkfrvUY"
140,"vez por el Speed desde ucla porque desde",401.039,4.261,"NLb9WkfrvUY"
141,"que ganamos la tercera ganamos todo con",402.9,4.739,"NLb9WkfrvUY"
142,"Movistar fibra gano yo extremeando como",405.3,5.28,"NLb9WkfrvUY"
143,"un campeón sin lag sin microcortes y sin",407.639,5.18,"NLb9WkfrvUY"
144,"filtros",410.58,2.239,"NLb9WkfrvUY"
145,"también nosotras con futuro y con todos",413.4,4.079,"NLb9WkfrvUY"
146,"los dispositivos conectados al mismo",416.1,3.5,"NLb9WkfrvUY"
147,"tiempo",417.479,2.121,"NLb9WkfrvUY"
148,"con misma velocidad de su vida y de",420.56,6.34,"NLb9WkfrvUY"
149,"bajada además viene con Movistar TV",423.78,6.06,"NLb9WkfrvUY"
150,"gratis como estar con todo siempre salí",426.9,4.44,"NLb9WkfrvUY"
151,"ganando porque tenés la internet más",429.84,4.139,"NLb9WkfrvUY"
152,"rápida del país Movistar TV y tu celu",431.34,4.51,"NLb9WkfrvUY"
153,"con más gigas",433.979,7.241,"NLb9WkfrvUY"
154,"[Música]",435.85,5.37,"NLb9WkfrvUY"
155,"las novedades pasan por tn autos este",441.72,5.64,"NLb9WkfrvUY"
156,"domingo probamos a fondo la versión",445.62,3.78,"NLb9WkfrvUY"
157,"entrada de Gama de un compacto que busca",447.36,3.95,"NLb9WkfrvUY"
158,"convertirse en un nuevo clásico",449.4,4.44,"NLb9WkfrvUY"
159,"[Música]",451.31,4.509,"NLb9WkfrvUY"
160,"además todo sobre el esperado",453.84,4.139,"NLb9WkfrvUY"
161,"lanzamiento de la nueva generación de la",455.819,5.361,"NLb9WkfrvUY"
162,"pickup más vendida del mundo",457.979,3.201,"NLb9WkfrvUY"
163,"con Matías santico domingo",462.979,9.61,"NLb9WkfrvUY"
164,"[Música]",467.49,5.099,"NLb9WkfrvUY"
165,"los números no mienten logré un",473.88,4.08,"NLb9WkfrvUY"
166,"excelente control de malezas difíciles",476.46,3.84,"NLb9WkfrvUY"
167,"la mejor relación entre el costo por",477.96,4.019,"NLb9WkfrvUY"
168,"hectárea y vías de control y Libertad",480.3,4.04,"NLb9WkfrvUY"
169,"para elegir que sembrar te dije era",481.979,4.921,"NLb9WkfrvUY"
170,"razón eh para que los resultados cambien",484.34,5.32,"NLb9WkfrvUY"
171,"primero tenés que cambiar voz máximo",486.9,4.98,"NLb9WkfrvUY"
172,"control mayor residualidad menos",489.66,4.96,"NLb9WkfrvUY"
173,"restricciones de agro",491.88,4.04,"NLb9WkfrvUY"
174,"[Música]",494.62,2.36,"NLb9WkfrvUY"
175,"[Aplausos]",495.92,9.179,"NLb9WkfrvUY"
176,"[Música]",496.98,11.82,"NLb9WkfrvUY"
177,"Bueno ahí están los candidatos vamos a",505.099,6.16,"NLb9WkfrvUY"
178,"comenzar a debatir en minuto pero no",508.8,3.78,"NLb9WkfrvUY"
179,"explicar las reglas de juego No sí",511.259,3.001,"NLb9WkfrvUY"
180,"Marcelo recordemos lo que dijiste en la",512.58,3.899,"NLb9WkfrvUY"
181,"apertura no este es el primer debate",514.26,4.86,"NLb9WkfrvUY"
182,"nacional que se hacen a dos voces y el",516.479,4.74,"NLb9WkfrvUY"
183,"primer debate de candidatos Así es en",519.12,4.32,"NLb9WkfrvUY"
184,"este año en esta campaña electoral Bueno",521.219,5.841,"NLb9WkfrvUY"
185,"vamos a ver la regla de juego",523.44,5.72,"NLb9WkfrvUY"
186,"reglas para el debate",527.06,5.2,"NLb9WkfrvUY"
187,"Los candidatos y candidatas tendrán un",529.16,4.42,"NLb9WkfrvUY"
188,"minuto libre para una presentación",532.26,4.86,"NLb9WkfrvUY"
189,"general El Debate se dividirá en tres",533.58,6.84,"NLb9WkfrvUY"
190,"ejes temáticos uno economía inflación y",537.12,4.219,"NLb9WkfrvUY"
191,"trabajo",540.42,3.3,"NLb9WkfrvUY"
192,"dos rol del estado y conflictividad",541.339,5.281,"NLb9WkfrvUY"
193,"social y tres política de seguridad",543.72,6.299,"NLb9WkfrvUY"
194,"defensa y Justicia el candidato tendrá",546.62,5.44,"NLb9WkfrvUY"
195,"un minuto para exponer sus propuestas en",550.019,4.981,"NLb9WkfrvUY"
196,"cada eje y se sumarán 30 segundos de",552.06,6.24,"NLb9WkfrvUY"
197,"réplica al finalizar cada eje habrá un",555,5.459,"NLb9WkfrvUY"
198,"espacio de ocho minutos de intercambio",558.3,4.8,"NLb9WkfrvUY"
199,"libre entre los candidatos además una",560.459,4.921,"NLb9WkfrvUY"
200,"vez terminadas las exposiciones habrá un",563.1,4.32,"NLb9WkfrvUY"
201,"bloque de preguntas y respuestas en el",565.38,3.899,"NLb9WkfrvUY"
202,"que cada uno podrá elegir a otro para",567.42,4.38,"NLb9WkfrvUY"
203,"hacerle una pregunta y luego de la",569.279,5.401,"NLb9WkfrvUY"
204,"respuesta una repregunta en este bloque",571.8,4.86,"NLb9WkfrvUY"
205,"será obligatorio formular una pregunta",574.68,4.14,"NLb9WkfrvUY"
206,"el candidato no podrá permanecer en",576.66,4.14,"NLb9WkfrvUY"
207,"silencio ni utilizar ese tiempo para",578.82,4.8,"NLb9WkfrvUY"
208,"exponer ideas y la pregunta tendrá una",580.8,5.58,"NLb9WkfrvUY"
209,"duración máxima de 30 segundos y la",583.62,6.24,"NLb9WkfrvUY"
210,"respuesta de un minuto al final cada",586.38,5.28,"NLb9WkfrvUY"
211,"aspirante a la vicepresidencia de la",589.86,4.08,"NLb9WkfrvUY"
212,"nación tendrá un minuto para hacer su",591.66,4.26,"NLb9WkfrvUY"
213,"cierre el orden de la presentación",593.94,4.32,"NLb9WkfrvUY"
214,"inicial de cada candidato y la ubicación",595.92,4.44,"NLb9WkfrvUY"
215,"de los atriles fue definida por el",598.26,5.34,"NLb9WkfrvUY"
216,"resultado de cada espacio en las paso el",600.36,5.4,"NLb9WkfrvUY"
217,"orden de las exposiciones en cada tema y",603.6,4.679,"NLb9WkfrvUY"
218,"en el minuto final fue determinado por",605.76,5.699,"NLb9WkfrvUY"
219,"sorteo la modalidad de este debate fue",608.279,6.921,"NLb9WkfrvUY"
220,"consensuada con los equipos de campaña",611.459,3.741,"NLb9WkfrvUY"
221,"bueno y excelente lo de mañana se vuelve",616.22,5.5,"NLb9WkfrvUY"
222,"mucho mejor que nosotros y por eso lo",620.04,3.78,"NLb9WkfrvUY"
223,"hace ella lo hace ella sí le quiero",621.72,4.2,"NLb9WkfrvUY"
224,"decir una cosa que el esquema debate",623.82,3.54,"NLb9WkfrvUY"
225,"aceptaron los candidatos hay mucho",625.92,3.66,"NLb9WkfrvUY"
226,"momentos libre de interacción y además",627.36,4.62,"NLb9WkfrvUY"
227,"hay un bloque especial de preguntas y",629.58,3.9,"NLb9WkfrvUY"
228,"respuestas de cada candidato va a poder",631.98,5.1,"NLb9WkfrvUY"
229,"elegir a otro para preguntarle es una",633.48,5.4,"NLb9WkfrvUY"
230,"nueva modalidad Así que es muy",637.08,4.14,"NLb9WkfrvUY"
231,"importante ahora vamos a comenzar con el",638.88,5.639,"NLb9WkfrvUY"
232,"inicio del debate es cada candidato va a",641.22,6.119,"NLb9WkfrvUY"
233,"decir por qué hay que votarlo a él y no",644.519,4.921,"NLb9WkfrvUY"
234,"a los otros no cada uno va a tener un",647.339,4.381,"NLb9WkfrvUY"
235,"minuto exactamente el inicio es de",649.44,4.68,"NLb9WkfrvUY"
236,"acuerdo al resultado de las paso por lo",651.72,4.859,"NLb9WkfrvUY"
237,"tanto comienza con su minuto de",654.12,3.6,"NLb9WkfrvUY"
238,"presentación la señora victoria",656.579,3.301,"NLb9WkfrvUY"
239,"villarroel de libertad avanza hace un",657.72,3.359,"NLb9WkfrvUY"
240,"minuto",659.88,3.899,"NLb9WkfrvUY"
241,"Soy Victoria villarroel soy abogada soy",661.079,5.121,"NLb9WkfrvUY"
242,"técnica en seguridad urbana y portuaria",663.779,5.641,"NLb9WkfrvUY"
243,"presido la asociación civil celtib que",666.2,5.259,"NLb9WkfrvUY"
244,"solicita el reconocimiento de los",669.42,3.9,"NLb9WkfrvUY"
245,"Derechos Humanos para las víctimas del",671.459,3.201,"NLb9WkfrvUY"
246,"terrorismo",673.32,4.019,"NLb9WkfrvUY"
247,"vine a hablar de lo que realmente le",674.66,4.96,"NLb9WkfrvUY"
248,"interesa a la gente",677.339,4.321,"NLb9WkfrvUY"
249,"vine a hablar de lo que hay que hacer",679.62,5.04,"NLb9WkfrvUY"
250,"para que Argentina no sea este país en",681.66,5.119,"NLb9WkfrvUY"
251,"el cual te matan por un celular",684.66,5.28,"NLb9WkfrvUY"
252,"en el cual",686.779,4.62,"NLb9WkfrvUY"
253,"no tenés",689.94,5.459,"NLb9WkfrvUY"
254,"ninguna expectativa más que exiliarte o",691.399,8.341,"NLb9WkfrvUY"
255,"recibir Una limosna cuando te jubiles",695.399,4.341,"NLb9WkfrvUY"
256,"un país donde los cuatro candidatos que",699.779,6.361,"NLb9WkfrvUY"
257,"me acompañan hoy para debatir entre los",703.019,6.301,"NLb9WkfrvUY"
258,"cuatro reúnen 76 años viviendo del",706.14,6.36,"NLb9WkfrvUY"
259,"estado y de la política y sus ideas",709.32,6.84,"NLb9WkfrvUY"
260,"atrasan esa misma cantidad de años",712.5,6.48,"NLb9WkfrvUY"
261,"por eso hoy van a escuchar muchas",716.16,4.739,"NLb9WkfrvUY"
262,"propuestas parecidas a las que vienen",718.98,4.08,"NLb9WkfrvUY"
263,"escuchando de Javier milei y de mi",720.899,4.861,"NLb9WkfrvUY"
264,"persona son una imitación y una copia",723.06,6.18,"NLb9WkfrvUY"
265,"Victoria bueno el minuto de Luis petri",725.76,5.639,"NLb9WkfrvUY"
266,"de junto por el cambio",729.24,5.4,"NLb9WkfrvUY"
267,"buenas noches a todos Soy Luis petri y",731.399,5.101,"NLb9WkfrvUY"
268,"con Patricia bullrich vamos a dejarlo",734.64,4.68,"NLb9WkfrvUY"
269,"todo vamos a dejarlo todo para que vos Y",736.5,5,"NLb9WkfrvUY"
270,"tus hijos puedan vivir en un país mejor",739.32,4.759,"NLb9WkfrvUY"
271,"Argentina atraviesa una profunda crisis",741.5,5.74,"NLb9WkfrvUY"
272,"que la sufrimos todos pero esa crisis",744.079,5.681,"NLb9WkfrvUY"
273,"tiene solución y esa solución pasa por",747.24,5.46,"NLb9WkfrvUY"
274,"el orden con Patricia bullrich vamos a",749.76,5.28,"NLb9WkfrvUY"
275,"ordenar la Argentina para que puedas ir",752.7,5.1,"NLb9WkfrvUY"
276,"a trabajar y no te lo impidan 50 tipos",755.04,5.239,"NLb9WkfrvUY"
277,"en un piquete para que puedas estudiar",757.8,6.12,"NLb9WkfrvUY"
278,"sin paros ni adoctrinamientos para que",760.279,5.981,"NLb9WkfrvUY"
279,"tu sueldo valga y no pierda por goleada",763.92,4.2,"NLb9WkfrvUY"
280,"contra la inflación que cada vez nos",766.26,4.319,"NLb9WkfrvUY"
281,"hace más pobres para que pueda salir de",768.12,5.1,"NLb9WkfrvUY"
282,"tu casa y no tengas miedo a que te roben",770.579,5.221,"NLb9WkfrvUY"
283,"o que te maten por un celular es",773.22,4.02,"NLb9WkfrvUY"
284,"indignante ver como el cristianismo",775.8,4.68,"NLb9WkfrvUY"
285,"defiende delincuentes y desprotege a las",777.24,6.599,"NLb9WkfrvUY"
286,"víctimas no va más es Argentina del caos",780.48,6.84,"NLb9WkfrvUY"
287,"se tiene que terminar pero no podemos ni",783.839,5.521,"NLb9WkfrvUY"
288,"dar saltos al vacío ni seguir con el",787.32,4.019,"NLb9WkfrvUY"
289,"caos y yo tengo una esperanza",789.36,4.14,"NLb9WkfrvUY"
290,"Patricia bullrich vamos a cambiar esta",791.339,4.44,"NLb9WkfrvUY"
291,"Argentina que nos duele muy bien el",793.5,4.74,"NLb9WkfrvUY"
292,"turno ahora de Agustín Rossi Unión por",795.779,5.461,"NLb9WkfrvUY"
293,"la patria Rosy su minuto Buenas noches",798.24,5.159,"NLb9WkfrvUY"
294,"en estas elecciones hay dos caminos",801.24,4.98,"NLb9WkfrvUY"
295,"posibles nosotros te proponemos un",803.399,5.94,"NLb9WkfrvUY"
296,"camino lleno de amor y orgullo por",806.22,7.08,"NLb9WkfrvUY"
297,"nuestra Patria en donde los derechos de",809.339,5.641,"NLb9WkfrvUY"
298,"los trabajadores los derechos de las",813.3,3.839,"NLb9WkfrvUY"
299,"mujeres y los Derechos Humanos sean",814.98,6.06,"NLb9WkfrvUY"
300,"nuestra guía junto con Sergio massa te",817.139,6.801,"NLb9WkfrvUY"
301,"vamos a explicar el",821.04,5.58,"NLb9WkfrvUY"
302,"crecimiento un camino de crecimiento",823.94,5.8,"NLb9WkfrvUY"
303,"económico con inclusión social con más",826.62,4.74,"NLb9WkfrvUY"
304,"salario para con más salario para los",829.74,2.48,"NLb9WkfrvUY"
305,"trabajadores",831.36,3.36,"NLb9WkfrvUY"
306,"fortaleciendo nuestras familias para que",832.22,4.54,"NLb9WkfrvUY"
307,"nuestros chicos crezcan en un ambiente",834.72,5.88,"NLb9WkfrvUY"
308,"seguro y en un ambiente cálido",836.76,6.06,"NLb9WkfrvUY"
309,"para construir más universidades para",840.6,3.78,"NLb9WkfrvUY"
310,"nuestros jóvenes y al mismo tiempo",842.82,4.319,"NLb9WkfrvUY"
311,"fortalecer a nuestros empresarios que",844.38,4.5,"NLb9WkfrvUY"
312,"quieran y que apuestan el crecimiento",847.139,4.981,"NLb9WkfrvUY"
313,"del país el otro camino es el camino del",848.88,5.699,"NLb9WkfrvUY"
314,"odio es el camino del ajuste es el",852.12,3.959,"NLb9WkfrvUY"
315,"camino de los que dicen que la Argentina",854.579,3.241,"NLb9WkfrvUY"
316,"es un país que en la Argentina es un",856.079,3.901,"NLb9WkfrvUY"
317,"país de es el camino en donde te",857.82,5.48,"NLb9WkfrvUY"
318,"quieren que tengas que pagar por",859.98,7.56,"NLb9WkfrvUY"
319,"bien bueno Gracias Rosy Bueno ahora es",863.3,6.4,"NLb9WkfrvUY"
320,"el turno de Florencio randazzo de",867.54,3.419,"NLb9WkfrvUY"
321,"hacemos por nuestro país un minuto",869.7,4.079,"NLb9WkfrvUY"
322,"Florencio buenas noches Yo quisiera",870.959,4.701,"NLb9WkfrvUY"
323,"arrancar con una pregunta seguramente",873.779,5.761,"NLb9WkfrvUY"
324,"antes de las paso muchos de ustedes",875.66,5.32,"NLb9WkfrvUY"
325,"pudieron hacer una encuesta que publicó",879.54,4.859,"NLb9WkfrvUY"
326,"el portal de la nación de acuerdo a las",880.98,5.58,"NLb9WkfrvUY"
327,"preferencias para candidato y a muchos a",884.399,4.261,"NLb9WkfrvUY"
328,"la mayoría les ayudó este areti saben",886.56,4.5,"NLb9WkfrvUY"
329,"por qué Porque sharetti propone como",888.66,4.739,"NLb9WkfrvUY"
330,"ustedes la posibilidad de que la",891.06,5.04,"NLb9WkfrvUY"
331,"Argentina salga del estado de crisis que",893.399,4.861,"NLb9WkfrvUY"
332,"se encuentra con sentido común con",896.1,5.46,"NLb9WkfrvUY"
333,"responsabilidad y con coherencia yo no",898.26,6.06,"NLb9WkfrvUY"
334,"tengo ninguna duda que si conoces a",901.56,5.04,"NLb9WkfrvUY"
335,"chareti si conoces lo que hizo en",904.32,5.72,"NLb9WkfrvUY"
336,"Córdoba lo votas es el mejor candidato",906.6,7.5,"NLb9WkfrvUY"
337,"cree como yo que la política Sólo sirve",910.04,5.919,"NLb9WkfrvUY"
338,"si es capaz de resolver los problemas de",914.1,3.66,"NLb9WkfrvUY"
339,"la gente si no no sirve Somos la única",915.959,5.541,"NLb9WkfrvUY"
340,"fórmula federal y creemos en la gestión",917.76,6.48,"NLb9WkfrvUY"
341,"yo soy un hombre que todo lo que estuvo",921.5,4.18,"NLb9WkfrvUY"
342,"bajo mi responsabilidad lo transforme",924.24,3.3,"NLb9WkfrvUY"
343,"los documentos los pasaportes los tren y",925.68,3.659,"NLb9WkfrvUY"
344,"creemos en Argentina de valores el valor",927.54,3.72,"NLb9WkfrvUY"
345,"de la palabra el respeto al otro y la",929.339,3.781,"NLb9WkfrvUY"
346,"recuperación de la Argentina del trabajo",931.26,4.56,"NLb9WkfrvUY"
347,"y del esfuerzo y de la solidaridad muy",933.12,4.5,"NLb9WkfrvUY"
348,"bien cierra Entonces el minuto de",935.82,3.6,"NLb9WkfrvUY"
349,"presentación Nicolás del caño del frente",937.62,5.159,"NLb9WkfrvUY"
350,"de izquierda Buenas noches tengo el",939.42,5.46,"NLb9WkfrvUY"
351,"orgullo de acompañar a Miriam breckman",942.779,4.321,"NLb9WkfrvUY"
352,"nuestra candidata presidenta del frente",944.88,4.74,"NLb9WkfrvUY"
353,"de izquierda una incansable luchadora",947.1,4.5,"NLb9WkfrvUY"
354,"por los derechos de las mujeres y de los",949.62,4.26,"NLb9WkfrvUY"
355,"trabajadores abogada en los juicios",951.6,5.58,"NLb9WkfrvUY"
356,"contra los genocidas en esos juicios del",953.88,6.18,"NLb9WkfrvUY"
357,"otro lado estaba villarruel Nosotros",957.18,5.7,"NLb9WkfrvUY"
358,"siempre enfrentamos a los represores y",960.06,4.74,"NLb9WkfrvUY"
