"segment_id","text","start","duration","vid"
14,"acá donde estamos es donde se entrenan",54.379,8.2,"f4tRPcKhfrQ"
15,"donde se capacitan donde después salen a",57.42,7.44,"f4tRPcKhfrQ"
16,"la calle a cuidarnos a todos Muchas",62.579,4.561,"f4tRPcKhfrQ"
17,"veces arriesgando la vida por eso es que",64.86,4.5,"f4tRPcKhfrQ"
18,"en esto en todo no pero en esto en la",67.14,4.019,"f4tRPcKhfrQ"
19,"formación policial el instituto de",69.36,5.579,"f4tRPcKhfrQ"
20,"capacitación es un es central",71.159,5.46,"f4tRPcKhfrQ"
21,"y por eso cuando nosotros siempre",74.939,3.961,"f4tRPcKhfrQ"
22,"enfatizamos tanto el cuidar a los que",76.619,4.081,"f4tRPcKhfrQ"
23,"nos cuidan eso empieza acá la mejor",78.9,3.66,"f4tRPcKhfrQ"
24,"manera de cuidar a los que nos cuidan es",80.7,3.54,"f4tRPcKhfrQ"
25,"entrenandolos bien dándoles la",82.56,3.84,"f4tRPcKhfrQ"
26,"preparación la tecnología todas las",84.24,2.9,"f4tRPcKhfrQ"
27,"herramientas",86.4,3.48,"f4tRPcKhfrQ"
28,"toda la capacidad que tengan de reacción",87.14,4.299,"f4tRPcKhfrQ"
29,"ante cualquier tipo de situación",89.88,2.96,"f4tRPcKhfrQ"
30,"imprevista",91.439,4.621,"f4tRPcKhfrQ"
31,"nuestro plan integral de seguridad ya",92.84,5.98,"f4tRPcKhfrQ"
32,"lleva casi dos mandatos enteros y así",96.06,4.98,"f4tRPcKhfrQ"
33,"con este plan es que hicimos de Buenos",98.82,5.28,"f4tRPcKhfrQ"
34,"Aires una ciudad cada día más segura",101.04,5.579,"f4tRPcKhfrQ"
35,"para todos los vecinos de Buenos Aires y",104.1,4.5,"f4tRPcKhfrQ"
36,"lo que nos y los que nos visitan porque",106.619,4.561,"f4tRPcKhfrQ"
37,"las cosas cuando se hacen bien con",108.6,5.339,"f4tRPcKhfrQ"
38,"decisión con seriedad con rigurosidad y",111.18,5.399,"f4tRPcKhfrQ"
39,"se mantienen en el tiempo dan resultado",113.939,6.36,"f4tRPcKhfrQ"
40,"y este es un muy buen ejemplo de eso",116.579,6.121,"f4tRPcKhfrQ"
41,"el plan integral de seguridad tuvo en",120.299,4.14,"f4tRPcKhfrQ"
42,"Marcelo de Alessandro uno de sus",122.7,4.08,"f4tRPcKhfrQ"
43,"principales responsables desde el primer",124.439,6.18,"f4tRPcKhfrQ"
44,"día en distintos roles que hoy seamos la",126.78,6.56,"f4tRPcKhfrQ"
45,"capital más segura de toda latinoamérica",130.619,5.76,"f4tRPcKhfrQ"
46,"tiene que ver en gran parte con su",133.34,5.74,"f4tRPcKhfrQ"
47,"trabajo con su profesionalismo con su",136.379,5.401,"f4tRPcKhfrQ"
48,"valentía con el compromiso que Marcelo",139.08,4.56,"f4tRPcKhfrQ"
49,"desempeñó los distintos cargos que tuvo",141.78,4.679,"f4tRPcKhfrQ"
50,"aquí desde el 2016",143.64,5.7,"f4tRPcKhfrQ"
51,"ahora la burda porque no hay otra",146.459,3.961,"f4tRPcKhfrQ"
52,"palabra la burda operación de",149.34,3.68,"f4tRPcKhfrQ"
53,"inteligencia ilegal que está soportando",150.42,5.58,"f4tRPcKhfrQ"
54,"lo llevó a fin del año pasado principio",153.02,4.66,"f4tRPcKhfrQ"
55,"de año a tomarse una licencia por unos",156,4.98,"f4tRPcKhfrQ"
56,"meses y la semana pasada decidió y me",157.68,5.1,"f4tRPcKhfrQ"
57,"comunicó que iba a dar un paso al",160.98,3.78,"f4tRPcKhfrQ"
58,"costado en su función porque el tiempo",162.78,3.44,"f4tRPcKhfrQ"
59,"la energía",164.76,4.38,"f4tRPcKhfrQ"
60,"el foco que le consume esa defensa",166.22,6.099,"f4tRPcKhfrQ"
61,"termina siendo incompatible con la",169.14,5.16,"f4tRPcKhfrQ"
62,"enorme dedicación que requiere la",172.319,4.14,"f4tRPcKhfrQ"
63,"función pública especialmente en un",174.3,4.86,"f4tRPcKhfrQ"
64,"lugar tan sensible como el Ministerio Yo",176.459,4.321,"f4tRPcKhfrQ"
65,"quiero desde acá agradecerles ya se lo",179.16,3.659,"f4tRPcKhfrQ"
66,"dije personalmente obviamente de todo",180.78,5.16,"f4tRPcKhfrQ"
67,"corazón a Marcelo por su trabajo y tiene",182.819,6.181,"f4tRPcKhfrQ"
68,"todo nuestro apoyo en esta pelea injusta",185.94,5.1,"f4tRPcKhfrQ"
69,"increíble que está teniendo que dar",189,4.62,"f4tRPcKhfrQ"
70,"esperamos todos que la justicia vaya a",191.04,4.74,"f4tRPcKhfrQ"
71,"fondo No puede haber espionaje ilegal en",193.62,3.42,"f4tRPcKhfrQ"
72,"la Argentina",195.78,3.06,"f4tRPcKhfrQ"
73,"Y por supuesto va a seguir siendo parte",197.04,3.9,"f4tRPcKhfrQ"
74,"del equipo no va a estar seguir",198.84,3.66,"f4tRPcKhfrQ"
75,"aportando su capacidad su conocimiento",200.94,3.78,"f4tRPcKhfrQ"
76,"en el plan nacional de seguridad que",202.5,5.7,"f4tRPcKhfrQ"
77,"estamos desarrollando ahora la pelea",204.72,5.4,"f4tRPcKhfrQ"
78,"sigue la pelea contra el delito contra",208.2,4.02,"f4tRPcKhfrQ"
79,"los narcos como la contra la inseguridad",210.12,5.88,"f4tRPcKhfrQ"
80,"no para ni un día ni un minuto por eso",212.22,6.18,"f4tRPcKhfrQ"
81,"para mí es un gran orgullo presentar hoy",216,4.86,"f4tRPcKhfrQ"
82,"a Eugenio burzaco como nuestro ministro",218.4,5.04,"f4tRPcKhfrQ"
83,"de justicia y seguridad",220.86,5.099,"f4tRPcKhfrQ"
84,"con Eugenio nos conocemos no sé 25 años",223.44,4.379,"f4tRPcKhfrQ"
85,"más o menos que trabajamos juntos en",225.959,4.5,"f4tRPcKhfrQ"
86,"esto él ya fue parte de esta institución",227.819,5.041,"f4tRPcKhfrQ"
87,"una de las personas que más conoce el",230.459,4.56,"f4tRPcKhfrQ"
88,"tema de seguridad en la Argentina y que",232.86,4.2,"f4tRPcKhfrQ"
89,"tiene la capacidad el profesionalismo y",235.019,4.621,"f4tRPcKhfrQ"
90,"el coraje necesarios para continuar esta",237.06,4.56,"f4tRPcKhfrQ"
91,"tarea que venimos haciendo desde que",239.64,4.92,"f4tRPcKhfrQ"
92,"asumimos y además él fue el autor y fue",241.62,5.16,"f4tRPcKhfrQ"
93,"el impulsor de muchas las reformas y de",244.56,5.16,"f4tRPcKhfrQ"
94,"los logros alcanzados entre 2015 y 2019",246.78,5.519,"f4tRPcKhfrQ"
95,"en materia de seguridad Así que gracias",249.72,5.099,"f4tRPcKhfrQ"
96,"Eugenio por sumarte la verdad que es una",252.299,5.28,"f4tRPcKhfrQ"
97,"tarea desafiante somos casi siete",254.819,4.14,"f4tRPcKhfrQ"
98,"millones de argentinos entre los que",257.579,3.181,"f4tRPcKhfrQ"
99,"vivimos transitamos visitamos la ciudad",258.959,3.601,"f4tRPcKhfrQ"
100,"de Buenos Aires todos los días que vamos",260.76,4.14,"f4tRPcKhfrQ"
101,"a confiar en vos para que nos cuides yo",262.56,5.1,"f4tRPcKhfrQ"
102,"estoy seguro que así va a ser",264.9,5.4,"f4tRPcKhfrQ"
103,"porque hoy todos los que viven visitan",267.66,4.08,"f4tRPcKhfrQ"
104,"la ciudad de Buenos Aires pueden estar",270.3,4.679,"f4tRPcKhfrQ"
105,"más tranquilos que nunca los índices de",271.74,5.7,"f4tRPcKhfrQ"
106,"delito no el año último terminal el año",274.979,4.44,"f4tRPcKhfrQ"
107,"pasado están en los niveles más bajos de",277.44,4.44,"f4tRPcKhfrQ"
108,"la historia y cada año de Buenos Aires",279.419,4.441,"f4tRPcKhfrQ"
109,"es más segura cada año tenemos menos",281.88,5.759,"f4tRPcKhfrQ"
110,"delitos ahora que quede claro acá No hay",283.86,6.36,"f4tRPcKhfrQ"
111,"soluciones mágicas no hay soluciones",287.639,5.361,"f4tRPcKhfrQ"
112,"simples porque el problema es complejo",290.22,5.34,"f4tRPcKhfrQ"
113,"esto empezó porque tomamos una decisión",293,4.84,"f4tRPcKhfrQ"
114,"política de hacernos cargo de la",295.56,4.5,"f4tRPcKhfrQ"
115,"seguridad con el traspaso de la policía",297.84,4.26,"f4tRPcKhfrQ"
116,"y creación de la policía de la ciudad en",300.06,5.04,"f4tRPcKhfrQ"
117,"2016 a partir de ahí diseñamos un plan",302.1,5.7,"f4tRPcKhfrQ"
118,"lo mantenemos en el tiempo trabajamos y",305.1,6.18,"f4tRPcKhfrQ"
119,"trabajamos Día tras otro para ocuparnos",307.8,5.88,"f4tRPcKhfrQ"
120,"de que cada policía esté entrenado que",311.28,4.32,"f4tRPcKhfrQ"
121,"esté equipado que tengamos la última",313.68,4.62,"f4tRPcKhfrQ"
122,"tecnología disponible para cuidarnos",315.6,4.2,"f4tRPcKhfrQ"
123,"queremos que vos vivas tranquilo",318.3,3.959,"f4tRPcKhfrQ"
124,"queremos que puedas entrar y salir de tu",319.8,4.86,"f4tRPcKhfrQ"
125,"casa sin miedo que cuando salen los",322.259,3.541,"f4tRPcKhfrQ"
126,"hijos a la noche no tengamos que esperar",324.66,3.9,"f4tRPcKhfrQ"
127,"despiertos hasta hasta que vuelvan que",325.8,4.14,"f4tRPcKhfrQ"
128,"podemos caminar sin tener que estar",328.56,4.199,"f4tRPcKhfrQ"
129,"mirando un lado al otro bajo el hombro y",329.94,5.58,"f4tRPcKhfrQ"
130,"eso mismo eso mismo que hoy logramos en",332.759,4.861,"f4tRPcKhfrQ"
131,"la ciudad de Buenos Aires lo vamos a",335.52,4.92,"f4tRPcKhfrQ"
132,"hacer en todo el país si los argentinos",337.62,5.34,"f4tRPcKhfrQ"
133,"me eligen como presidente porque así",340.44,4.86,"f4tRPcKhfrQ"
134,"como logramos y lo digo con todo orgullo",342.96,4.86,"f4tRPcKhfrQ"
135,"logramos los índices de delitos más",345.3,4.739,"f4tRPcKhfrQ"
136,"bajos de la historia de la ciudad vamos",347.82,4.379,"f4tRPcKhfrQ"
137,"a implementar un plan nacional de",350.039,4.981,"f4tRPcKhfrQ"
138,"seguridad para lograr lo mismo en toda",352.199,5.28,"f4tRPcKhfrQ"
139,"la Argentina acá en Buenos Aires en la",355.02,4.56,"f4tRPcKhfrQ"
140,"ciudad demostramos que se puede",357.479,4.5,"f4tRPcKhfrQ"
141,"vamos a enviar las fuerzas armadas para",359.58,6.059,"f4tRPcKhfrQ"
142,"blindar la fronteras con eso liberamos",361.979,6.301,"f4tRPcKhfrQ"
143,"alrededor de 10.000 gendarmes para",365.639,5.821,"f4tRPcKhfrQ"
144,"destinarlos a las zonas más calientes de",368.28,5.04,"f4tRPcKhfrQ"
145,"la droga y el delito o sea vamos a",371.46,4.079,"f4tRPcKhfrQ"
146,"recuperar el territorio que hoy manejan",373.32,4.439,"f4tRPcKhfrQ"
147,"los narcos vamos a lograr que nuestros",375.539,5.16,"f4tRPcKhfrQ"
148,"hijos puedan salir sin miedo también",377.759,5.28,"f4tRPcKhfrQ"
149,"vamos a crear lo que llamamos el grupo",380.699,5.94,"f4tRPcKhfrQ"
150,"de litt anti narcotráfico tomando los",383.039,5.521,"f4tRPcKhfrQ"
151,"mejores hombres y mujeres de todas las",386.639,3.361,"f4tRPcKhfrQ"
152,"fuerzas federales para que trabajen",388.56,3.84,"f4tRPcKhfrQ"
153,"juntos de forma coordinada en la pelea",390,5.16,"f4tRPcKhfrQ"
154,"contra el narco una pelea que hoy se",392.4,5.46,"f4tRPcKhfrQ"
155,"lleva vida se lleva sueños vamos a dar",395.16,6.24,"f4tRPcKhfrQ"
156,"la pelea y le vamos a ganar al narco",397.86,6.959,"f4tRPcKhfrQ"
157,"y vamos a asegurarnos que todos los",401.4,5.28,"f4tRPcKhfrQ"
158,"miembros de las fuerzas de seguridad que",404.819,4.341,"f4tRPcKhfrQ"
159,"estén en todo el país estén cuidados",406.68,4.739,"f4tRPcKhfrQ"
160,"sabemos que arriesgan su vida por",409.16,5.44,"f4tRPcKhfrQ"
161,"nosotros Nosotros vamos a hacer todo lo",411.419,5.521,"f4tRPcKhfrQ"
162,"necesario para cuidarlos Pues yo estoy",414.6,5.58,"f4tRPcKhfrQ"
163,"convencido de que se puede lo vamos a",416.94,7.319,"f4tRPcKhfrQ"
164,"lograr sabemos cómo hacerlo Yo sé que la",420.18,5.94,"f4tRPcKhfrQ"
165,"experiencia de la capital No es igual en",424.259,3.901,"f4tRPcKhfrQ"
166,"otros que en otros lugares del país acá",426.12,3.48,"f4tRPcKhfrQ"
167,"no es cuestión de copiar experiencias",428.16,3.84,"f4tRPcKhfrQ"
168,"pero sí tenemos la experiencia de",429.6,6.06,"f4tRPcKhfrQ"
169,"haberlo hecho siempre trabajando en",432,6.96,"f4tRPcKhfrQ"
170,"equipo siempre trabajando de forma",435.66,6.72,"f4tRPcKhfrQ"
171,"coordinada profesional con compromiso",438.96,7.079,"f4tRPcKhfrQ"
172,"y esto de trabajar en equipo me trae",442.38,5.939,"f4tRPcKhfrQ"
173,"me trae hacer una mención especial a",446.039,6.6,"f4tRPcKhfrQ"
174,"Mauricio macri que ayer una vez más",448.319,7.681,"f4tRPcKhfrQ"
175,"mostró su visión su Claridad su valentía",452.639,6.18,"f4tRPcKhfrQ"
176,"para llevar adelante un liderazgo yo",456,6.5,"f4tRPcKhfrQ"
177,"diría generoso colectivo sincero",458.819,5.701,"f4tRPcKhfrQ"
178,"priorizando el equipo por sobre las",462.5,5.139,"f4tRPcKhfrQ"
179,"personas y en eso claramente me",464.52,4.679,"f4tRPcKhfrQ"
180,"identifico",467.639,3.661,"f4tRPcKhfrQ"
181,"lo digo lo dije siempre vivía mucho",469.199,4.981,"f4tRPcKhfrQ"
182,"orgullo venir transitando con él más de",471.3,5.7,"f4tRPcKhfrQ"
183,"20 años juntos y saber que va a seguir",474.18,5.16,"f4tRPcKhfrQ"
184,"acompañando en este camino que queremos",477,4.62,"f4tRPcKhfrQ"
185,"construir con y para todos los",479.34,3.079,"f4tRPcKhfrQ"
186,"argentinos",481.62,4.019,"f4tRPcKhfrQ"
187,"Bueno gracias una vez más Eugenio la",482.419,5.201,"f4tRPcKhfrQ"
188,"verdad que un orgullo que siga formando",485.639,3.18,"f4tRPcKhfrQ"
189,"parte del equipo porque siempre fuiste",487.62,4.56,"f4tRPcKhfrQ"
190,"Gracias por sumarte y bueno tenemos tus",488.819,5.581,"f4tRPcKhfrQ"
191,"palabras ahora Gracias",492.18,4.799,"f4tRPcKhfrQ"
192,"Gracias Horacio",494.4,4.46,"f4tRPcKhfrQ"
193,"recién veníamos caminando por este",496.979,5.761,"f4tRPcKhfrQ"
194,"maravilloso instituto y podemos ver cómo",498.86,6.64,"f4tRPcKhfrQ"
195,"se entrenan y capacitan los Cadetes para",502.74,4.799,"f4tRPcKhfrQ"
196,"cumplir su función",505.5,4.259,"f4tRPcKhfrQ"
197,"Esto es lo que los vecinos miran cada",507.539,4.201,"f4tRPcKhfrQ"
198,"día en la ciudad de Buenos Aires gente",509.759,4.02,"f4tRPcKhfrQ"
199,"activa que está a la altura de",511.74,4.32,"f4tRPcKhfrQ"
200,"circunstancias",513.779,4.32,"f4tRPcKhfrQ"
201,"empezamos este desafío junto con Horacio",516.06,4.32,"f4tRPcKhfrQ"
202,"y con Mauricio hace 14 años me tocó ser",518.099,5.521,"f4tRPcKhfrQ"
203,"jefe de esta policía a sus comienzos con",520.38,5.3,"f4tRPcKhfrQ"
204,"el objetivo de construir una policía",523.62,5.04,"f4tRPcKhfrQ"
205,"proactiva que salga a buscar al delito y",525.68,5.92,"f4tRPcKhfrQ"
206,"sobre todo que se acercara al vecino y",528.66,4.26,"f4tRPcKhfrQ"
207,"hoy me siento orgulloso de lo que has",531.6,2.88,"f4tRPcKhfrQ"
208,"logrado Horacio con tu equipo la verdad",532.92,4.02,"f4tRPcKhfrQ"
209,"que esta policía está a la altura de las",534.48,4.64,"f4tRPcKhfrQ"
210,"circunstancias",536.94,2.18,"f4tRPcKhfrQ"
211,"hoy esta policía junto al liderazgo de",539.64,4.86,"f4tRPcKhfrQ"
212,"nuestro gobierno de Buenos Aires sea la",541.74,4.44,"f4tRPcKhfrQ"
213,"capital más segura América Latina y no",544.5,3.66,"f4tRPcKhfrQ"
214,"lo era cuando arrancamos Y eso es un",546.18,4.62,"f4tRPcKhfrQ"
215,"gran logro porque cuando hablamos de",548.16,6.42,"f4tRPcKhfrQ"
216,"seguridad hablamos de calidad de vida",550.8,5.94,"f4tRPcKhfrQ"
217,"nuestro compromiso es potenciar la",554.58,5.4,"f4tRPcKhfrQ"
218,"calidad de vida de los porteños Y de",556.74,4.68,"f4tRPcKhfrQ"
219,"todos aquellos argentinos que se educan",559.98,3.84,"f4tRPcKhfrQ"
220,"que trabajan que disfrutan de la paz y",561.42,4.62,"f4tRPcKhfrQ"
221,"la libertad de nuestra ciudad esto que",563.82,3.48,"f4tRPcKhfrQ"
222,"decía Recién ahora esos siete millones",566.04,3.72,"f4tRPcKhfrQ"
223,"de personas que habitan y transitan la",567.3,3.74,"f4tRPcKhfrQ"
224,"ciudad todos los días",569.76,4.8,"f4tRPcKhfrQ"
225,"la seguridad se hace trabajando todos",571.04,6.4,"f4tRPcKhfrQ"
226,"los días los policías que cumplan bien",574.56,5.219,"f4tRPcKhfrQ"
227,"su tarea van a tener el 100% de mi",577.44,3.72,"f4tRPcKhfrQ"
228,"respaldo",579.779,3.481,"f4tRPcKhfrQ"
229,"Horacio hablaba recién sobre cuidar a",581.16,3.6,"f4tRPcKhfrQ"
230,"los que nos cuidan",583.26,4.38,"f4tRPcKhfrQ"
231,"qué implica esto implica pagar buenos",584.76,5.18,"f4tRPcKhfrQ"
232,"salarios ya no buen equipamiento",587.64,4.8,"f4tRPcKhfrQ"
233,"implica en ocuparse la salud de",589.94,4.42,"f4tRPcKhfrQ"
234,"bienestar de todos los policías de",592.44,5.22,"f4tRPcKhfrQ"
235,"ustedes y también de sus familias",594.36,6.18,"f4tRPcKhfrQ"
236,"sabemos que cuidándolos ayudamos a",597.66,4.859,"f4tRPcKhfrQ"
237,"cuidar a los que viven y transitan",600.54,3.66,"f4tRPcKhfrQ"
238,"Buenos Aires",602.519,4.38,"f4tRPcKhfrQ"
239,"el Ministerio va a estar en la calle",604.2,5.72,"f4tRPcKhfrQ"
240,"y la policía va a estar cerca del vecino",606.899,5.88,"f4tRPcKhfrQ"
241,"escuchándolo y resolviendo de manera",609.92,5.14,"f4tRPcKhfrQ"
242,"rápida y eficaz cada situación que",612.779,3.781,"f4tRPcKhfrQ"
243,"ocurra",615.06,4.56,"f4tRPcKhfrQ"
244,"y acá quiero hacer hincapié nosotros no",616.56,4.38,"f4tRPcKhfrQ"
245,"vamos a tener cuidado con el",619.62,4.68,"f4tRPcKhfrQ"
246,"narcotráfico Repito no vamos a tener",620.94,5.519,"f4tRPcKhfrQ"
247,"Piedad con narcotráfico",624.3,4.8,"f4tRPcKhfrQ"
248,"vamos a dar batalla todos los días para",626.459,5.101,"f4tRPcKhfrQ"
249,"reducir este flagelo que lamentablemente",629.1,4.5,"f4tRPcKhfrQ"
250,"tristemente se lleva la vida de muchos",631.56,5.3,"f4tRPcKhfrQ"
251,"inocentes algunos por consumo de drogas",633.6,6.84,"f4tRPcKhfrQ"
252,"otros inocentes Víctimas de peleas de",636.86,6.039,"f4tRPcKhfrQ"
253,"bandas criminales en la calle y algunos",640.44,4.2,"f4tRPcKhfrQ"
254,"sacados te matan por un par de",642.899,4.201,"f4tRPcKhfrQ"
255,"zapatillas o por un celular",644.64,4.8,"f4tRPcKhfrQ"
256,"vamos a buscar al poder narco y los",647.1,5.16,"f4tRPcKhfrQ"
257,"vamos a detener acá y en todo el país",649.44,5.579,"f4tRPcKhfrQ"
258,"junto con la oración",652.26,4.5,"f4tRPcKhfrQ"
259,"redoblaremos los esfuerzos de nuestro",655.019,3.301,"f4tRPcKhfrQ"
260,"plan integral de seguridad este plan que",656.76,3.72,"f4tRPcKhfrQ"
261,"ya lleva dos gestiones como bien decía",658.32,4.44,"f4tRPcKhfrQ"
262,"Horacio para seguir combatiendo el",660.48,4.68,"f4tRPcKhfrQ"
263,"crimen organizado a los que venden armas",662.76,5.759,"f4tRPcKhfrQ"
264,"de María ilegal a los ciberdelitos que",665.16,5.1,"f4tRPcKhfrQ"
265,"van desde las estafas virtuales a los",668.519,3.901,"f4tRPcKhfrQ"
266,"que abusan sexualmente a través de",670.26,4.62,"f4tRPcKhfrQ"
267,"internet también combatiremos a motos",672.42,5.76,"f4tRPcKhfrQ"
268,"chorros y a los que roban en tu casa o",674.88,5.519,"f4tRPcKhfrQ"
269,"en los negocios de tu barrio allá vamos",678.18,4.56,"f4tRPcKhfrQ"
270,"a estar con el mapa del delito y con la",680.399,6.021,"f4tRPcKhfrQ"
271,"presencia policial en todo el territorio",682.74,3.68,"f4tRPcKhfrQ"
272,"por último quiero agradecerte Horacio",686.519,3.26,"f4tRPcKhfrQ"
273,"por esta responsabilidad que me has dado",688.32,4.259,"f4tRPcKhfrQ"
274,"son muchos años de trabajo conjunto y la",689.779,4.421,"f4tRPcKhfrQ"
275,"verdad me siento honrado por esta como",692.579,3.361,"f4tRPcKhfrQ"
276,"convocatoria",694.2,3.18,"f4tRPcKhfrQ"
277,"Quiero agradecer especialmente a mi",695.94,3.24,"f4tRPcKhfrQ"
278,"familia que me acompaña de mujer Daniela",697.38,4.26,"f4tRPcKhfrQ"
279,"a mis hijos acá presentes ellos son mi",699.18,4.38,"f4tRPcKhfrQ"
280,"sostén cada día",701.64,3.66,"f4tRPcKhfrQ"
281,"agradecer además al equipo que venía",703.56,4.38,"f4tRPcKhfrQ"
282,"trabajando a Marcelo Alessandro que es",705.3,5.099,"f4tRPcKhfrQ"
283,"una gran tarea ahí se ve el tamaño que",707.94,4.38,"f4tRPcKhfrQ"
284,"conozco hace años orgulloso está de",710.399,3.721,"f4tRPcKhfrQ"
285,"vuelta con ella",712.32,4.139,"f4tRPcKhfrQ"
286,"también quiero agradecerle a Dios por",714.12,3.779,"f4tRPcKhfrQ"
287,"esta oportunidad de servir al prójimo",716.459,5.221,"f4tRPcKhfrQ"
288,"que nos ilumine nos guíe en esta tarea",717.899,6.12,"f4tRPcKhfrQ"
289,"equipo los convoco a que trabajemos con",721.68,3.68,"f4tRPcKhfrQ"
